event_type,sub_event_type,actor1,inter1,admin2,source_scale,fatalities
Riots,Mob violence,Rioters (Philippines),5,Metro Manila,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Pampanga,National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Ecija,Subnational,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,2
Violence against civilians,Attack,NPA: New People's Army,2,Negros Oriental,Subnational,1
Battles,Armed clash,Armed Drug Suspects (Philippines),3,Metro Manila,National,0
Battles,Armed clash,Armed Drug Suspects (Philippines),3,Bohol,Subnational,1
Battles,Armed clash,Armed Drug Suspects (Philippines),3,Bulacan,National,2
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Leyte,National,1
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Northern Samar,National,2
Battles,Armed clash,NPA: New People's Army,2,Bukidnon,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Iloilo,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,South Cotabato,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,National,1
Strategic developments,Arrests,Police Forces of the Philippines (2016-),1,Bulacan,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Subnational,1
Strategic developments,Agreement,NPA: New People's Army,2,Quezon,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Ecija,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Ecija,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Ecija,National,1
Battles,Armed clash,Armed Drug Suspects (Philippines),3,Surigao del Sur,National,2
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Lanao del Sur,National,1
Battles,Armed clash,NPA: New People's Army,2,Quezon,National,0
Battles,Armed clash,NPA: New People's Army,2,Zamboanga del Norte,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Quezon,National,2
Strategic developments,Change to group/activity,Police Forces of the Philippines (2016-),1,Negros Occidental,National,0
Battles,Armed clash,ASG: Abu Sayyaf,2,Basilan,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,4
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Leyte,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Bukidnon,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Cebu,Subnational,0
Strategic developments,Other,Civilians (Philippines),7,Maguindanao,National,0
Battles,Armed clash,Unidentified Clan Militia (Philippines),4,Maguindanao,National,2
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Leyte,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Benguet,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Cebu,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Camarines Sur,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Sultan Kudarat,National,3
Strategic developments,Looting/property destruction,NPA: New People's Army,2,Surigao del Norte,National,0
Strategic developments,Change to group/activity,Police Forces of the Philippines (2016-),1,Metro Manila,National-International,0
Battles,Armed clash,Unidentified Clan Militia (Philippines),4,Maguindanao,National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Ecija,National,1
Explosions/Remote violence,Grenade,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,0
Battles,Armed clash,Armed Drug Suspects (Philippines),3,Quezon,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Zamboanga del Sur,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Maguindanao,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Batangas,National,1
Battles,Armed clash,NPA: New People's Army,2,Northern Samar,National,3
Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Philippines),3,Metro Manila,National-International,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Davao del Norte,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Bataan,National,1
Battles,Armed clash,Armed Drug Suspects (Philippines),3,Misamis Oriental,National,1
Battles,Armed clash,NPA: New People's Army,2,Sarangani,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,2
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cotabato,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zamboanga del Norte,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Negros Oriental,Subnational,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Sarangani,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Subnational-National,2
Protests,Peaceful protest,Protesters (Philippines),6,Nueva Vizcaya,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cotabato,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Metro Manila,National,1
Battles,Armed clash,NPA: New People's Army,2,Negros Occidental,National,1
Violence against civilians,Attack,Armed Drug Suspects (Philippines),3,Misamis Oriental,Subnational,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,South Cotabato,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Misamis Oriental,Subnational,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Davao del Sur,National-Regional,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Lanao del Sur,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Davao del Sur,Subnational-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,South Cotabato,National,1
Battles,Armed clash,NPA: New People's Army,2,Negros Occidental,National,2
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Maguindanao,National,1
Battles,Armed clash,ASG: Abu Sayyaf,2,Sulu,National-International,1
Battles,Armed clash,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Metro Manila,National,1
Battles,Armed clash,Islamic State (Philippines),2,Lanao del Sur,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Benguet,National,0
Battles,Armed clash,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,1
Battles,Armed clash,MILF: Moro Islamic Liberation Front,3,Maguindanao,National,7
Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Philippines),3,Zamboanga del Sur,National-International,0
Violence against civilians,Abduction/forced disappearance,Military Forces of the Philippines (2016-),1,Northern Samar,National,0
Violence against civilians,Attack,NPA: New People's Army,2,Negros Occidental,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,2
Battles,Armed clash,NPA: New People's Army,2,Negros Oriental,Subnational,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Maguindanao,Regional,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Misamis Oriental,National,3
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Lanao del Norte,Subnational-National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Davao del Sur,Subnational,1
Strategic developments,Arrests,Police Forces of the Philippines (2016-),1,Metro Manila,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,South Cotabato,Regional,2
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cebu,Subnational,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Strategic developments,Arrests,Police Forces of the Philippines (2016-),1,Metro Manila,National,0
Strategic developments,Other,MILF: Moro Islamic Liberation Front,3,Metro Manila,National-International,0
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Sulu,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cavite,National,1
Battles,Armed clash,NPA: New People's Army,2,Leyte,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Bulacan,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Cebu,Subnational-National,0
Protests,Peaceful protest,Protesters (Philippines),6,Benguet,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Laguna,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Laguna,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Pangasinan,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Isabela,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Cavite,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Davao del Sur,Subnational-National,0
Protests,Peaceful protest,Protesters (Philippines),6,Negros Occidental,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Iloilo,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Negros Occidental,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Palawan,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Riots,Mob violence,Rioters (Philippines),5,Metro Manila,National-International,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Benguet,Subnational,1
Battles,Armed clash,NPA: New People's Army,2,Bukidnon,National-Regional,2
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cotabato,National,3
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Misamis Oriental,National,2
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Leyte,National,1
Strategic developments,Change to group/activity,NPA: New People's Army,2,Cotabato,National,0
Violence against civilians,Attack,Armed Drug Suspects (Philippines),3,Metro Manila,National,1
Strategic developments,Arrests,Police Forces of the Philippines (2016-),1,Batangas,International,0
Battles,Armed clash,NPA: New People's Army,2,Leyte,National,0
Strategic developments,Change to group/activity,Military Forces of the Philippines (2016-),1,Antique,National-Regional,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Battles,Armed clash,NPA: New People's Army,2,Mountain Province,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Camarines Sur,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Sulu,Regional,1
Riots,Mob violence,Rioters (Philippines),5,Metro Manila,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Strategic developments,Arrests,ASG: Abu Sayyaf,2,Zamboanga Sibugay,National-Regional,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Quezon,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
